id,AUS_MORT_DTH,Density,Judaism,Education,Marriage,DEATHS
53,52.94832825,69.23731345,0.002727769,0.115657392,0.053191489,63
54,14.71040585,334.1852054,0.000610252,0.122457282,0.037021969,12
55,0.006371373,1412.568484,0,0,0.333333333,0
56,55.70354986,111.4112119,0,0.165485015,0.044150822,40
57,53.05725723,134.4773622,0.000981079,0.116468115,0.065311843,59
58,13.51250941,368.473379,0.001405905,0.06406909,0.045189797,6
59,21.86751806,181.7307291,0,0.104680423,0.026673377,12
60,162.910393,112.6201936,0.000490543,0.079795062,0.056957541,190
61,0.11851559,50.62625099,0,0,0,0
62,210.4243276,126.9054786,0.004643499,0.216222289,0.032878969,179
63,100.4602871,137.5966604,0.001012805,0.221514867,0.04232077,125
64,10.31968401,299.9122838,0,0.234248788,0.033925687,7
65,45.51651349,408.3792579,0.000161394,0.097912632,0.024800947,37
66,188.7109238,103.3167535,0.001179669,0.23875468,0.038672616,123
67,94.70463894,234.8564996,0.0004496,0.071531337,0.046578545,60
68,18.86787579,208.1315377,0,0.017570665,0.063407181,23
69,0,NaN,NaN,NaN,NaN,0
70,50.70078222,120.4517905,0,0.041264123,0.083838218,42
71,103.0537508,165.8357883,0.00093622,0.072674078,0.050965477,100
72,79.64647644,113.9786768,0.001872659,0.08988764,0.056510245,44
73,1.049995627,2155.247071,0.002651348,0.277065842,0.006628369,0
74,76.97148815,91.46243848,0.000568182,0.263494318,0.045596591,104
75,21.47841029,256.4901184,0,0.065892176,0.045561808,18
76,62.80818003,183.5429715,0.00425052,0.361467731,0.029319917,49
77,191.489178,116.8421121,0.002279431,0.14583892,0.03624743,179
78,63.70450863,128.1384972,0.000367512,0.088570379,0.06308955,86
79,66.09400609,285.2149705,0.004190759,0.0790409,0.037239404,51
80,79.02495082,134.8055252,0.000281611,0.088331925,0.076316531,65
81,16.54778492,673.9270577,0.00026901,0.174228838,0.031563845,10
82,141.2523851,175.6855289,0.006004191,0.11379755,0.064837202,100
83,196.1144229,79.66267739,0.000448057,0.101132945,0.056263202,230
84,105.7150058,117.2397419,0.000726158,0.167984509,0.059948362,73
85,42.08412608,285.9748109,0.000415455,0.099044454,0.027669298,25
86,70.31238459,226.4181494,0.000628141,0.041708543,0.04258794,104
87,109.5815093,154.6337526,0.000413101,0.05399823,0.054411331,110
88,28.94522773,192.2942204,0.001257636,0.28458498,0.04581387,26
89,99.45569677,174.4093155,0.000634152,0.045831892,0.061800992,116
90,21.98366553,148.519363,0.004287902,0.144563553,0.063705972,15
91,58.5047634,131.3055477,0,0.041655819,0.063525124,62
92,62.24692823,85.56245507,0,0.061021404,0.079421705,68
93,15.00290541,163.8349328,0.001220504,0.280309194,0.045158666,10
94,55.89344737,88.38245326,0.000809717,0.164777328,0.047975709,39
95,109.0351771,162.8648706,0.01509179,0.379716184,0.052483388,78
96,37.8941029,171.02925,0,0.104459188,0.060175899,34
97,58.40616043,120.4325014,0.000710833,0.153966449,0.068382144,52
98,51.67113661,101.0041648,0,0.045410998,0.066487833,73
99,53.50458043,102.6080376,0,0.054826958,0.070856102,76
100,84.64684533,146.5973121,0.002739947,0.160045129,0.052703683,50
101,86.63705311,330.3205611,0,0.08382836,0.031343909,64
102,5.923987679,357.5294404,0,0.180830973,0.057129367,11
103,159.4105744,184.178497,0.00020436,0.079053134,0.052384196,181
104,0.028170245,106.4953477,0,1,1,0
105,15.42241111,232.2594032,0.002791736,0.456728085,0.052763819,13
106,167.5887619,132.3955123,0.000270416,0.046872183,0.064178835,208
107,44.92845937,116.6966345,0,0.056646958,0.060652298,52
108,35.75003041,383.0765973,0.008762322,0.386053304,0.045418036,41
109,137.5188151,198.6128225,0.000951928,0.118514993,0.031267162,93
110,61.76259074,202.3231191,0.001360435,0.06177977,0.046174776,66
111,126.7358824,79.16463603,0.001694408,0.07624838,0.069371075,121
112,100.2699405,166.2711667,0.00077975,0.202975048,0.040666987,109
113,157.5184752,154.4580721,0.000616523,0.086970818,0.040361693,171
114,18.78561677,245.6666745,0.006500542,0.441170098,0.043336945,16
115,21.05603457,260.4479007,0,0.099562363,0.031546317,10
116,10.17109969,164.5839734,0.001792115,0.32437276,0.060334528,3
117,175.6658936,97.99284113,0.001917044,0.145521087,0.038805623,175
118,56.09967546,169.3414431,0.001368421,0.102947368,0.075473684,48
119,32.03359954,117.501625,0.002656748,0.303400638,0.034803401,26
120,320.4537547,59.16610344,0.00100211,0.059546414,0.078797468,316
121,29.00214625,110.0263398,0,0.056722031,0.0589157,36
122,115.7137426,163.8439789,0.002953742,0.240519015,0.048525766,94
123,163.9232181,182.054747,0.000368596,0.16208156,0.039540261,157
124,38.83900499,175.313451,0.002937289,0.161991482,0.053018064,34
125,43.29199559,122.0317966,0,0.044860875,0.063221654,55
126,29.07337388,108.518537,0.000950872,0.069730586,0.056735341,37
127,21.38124042,200.5496367,0.001399254,0.053404851,0.054104478,14
128,108.9265976,145.8780532,0.000566394,0.085210824,0.056324733,83
129,108.507215,161.2795979,0.029657143,0.342,0.047142857,110
130,96.26023966,106.4302357,0.000390434,0.077891654,0.05466081,91
131,42.17533796,99.03892185,0.000718219,0.057218099,0.060809193,85
132,146.7980844,126.731899,0.002633842,0.07170501,0.063104709,141
133,47.72408832,358.8753731,0.000583873,0.089040696,0.035265954,47
134,27.43545825,164.6045041,0.000664305,0.057573074,0.059565988,15
135,100.1509058,89.95425385,0.000555001,0.153069153,0.054279054,168
136,17.19857341,196.5279282,0,0.047633136,0.071893491,13
137,69.0105187,216.5177176,0.000870031,0.142015794,0.034198902,62
138,146.9467602,147.6453103,0.00064528,0.133342552,0.058628319,142
139,22.12582152,203.2466906,0,0.064709807,0.055147876,24
140,41.23357355,113.9847846,0,0.055957447,0.075744681,64
141,77.10154908,128.0519019,0.000303859,0.051959891,0.063506533,73
142,98.69554555,105.6987926,0.000575153,0.058282209,0.054351994,122
143,52.78456503,134.3195685,0.001974612,0.307757405,0.027221439,27
144,39.15574766,80.95874014,0.001577287,0.264037855,0.052681388,54
145,151.7200233,108.1465692,0.000975134,0.05887372,0.055095076,242
146,54.6868702,138.7901698,0,0.200527009,0.042424242,74
147,71.93180097,134.9472677,0.004120738,0.196868239,0.038425878,64
148,58.23051388,163.0588392,0.006529753,0.156503423,0.06793049,77
149,112.7332028,227.8033388,0.000661968,0.082434485,0.041158833,110
150,43.71913216,304.3747518,0.000676336,0.200270534,0.033967085,33
151,51.3573861,194.44136,0,0.076206689,0.052773883,54
152,84.09926965,124.471949,0.000382117,0.091612533,0.055406955,113
153,24.6050798,250.0703127,0.002275313,0.113115553,0.04501869,24
154,37.12417624,262.3627239,0.001129363,0.187679671,0.06386037,32
155,11.79498135,231.6239356,0.001098097,0.228038067,0.027818448,10
156,35.25099662,149.9815752,0.000945716,0.076602988,0.056742954,34
157,37.62666079,172.696696,0.000461681,0.070483226,0.045706371,59
158,114.4530953,131.3463822,0.000598683,0.063260826,0.054280583,132
159,189.7071793,101.424733,0,0.108206434,0.0426693,241
160,72.02864307,204.4047947,0.000339605,0.106975481,0.038511173,56
161,26.16884866,192.2514844,0,0.051480819,0.058636454,31
162,47.72371406,96.78626425,0,0.153063434,0.056505737,30
163,74.68499929,238.3878981,0.000842507,0.06195237,0.050606605,77
164,6.265365408,327.993639,0,0.031143552,0.01946472,27
165,47.62975741,180.7063581,0.001045661,0.257464854,0.049959335,48
166,37.030109,246.3130746,0.000328911,0.100866133,0.044951211,31
167,40.82603128,125.1897341,0.000782626,0.049892389,0.050675015,49
168,35.8760442,324.0045066,0.00077426,0.061424639,0.039229181,31
169,63.73710837,159.1851318,0.000887049,0.151783954,0.040311453,39
170,20.96091351,108.1536832,0.003528893,0.325540362,0.034847816,11
171,68.09717985,172.2538294,0.000255754,0.056692242,0.054646206,96
172,240.0555111,110.6369101,0.000225912,0.044881208,0.071350578,252
173,44.54485865,102.5707599,0.000656599,0.082512585,0.054059969,55
174,98.38241859,172.5918131,0.000353357,0.080506478,0.049705536,85
175,259.8014932,85.88480275,0.002957917,0.175368619,0.055797069,331
176,47.4348391,174.0071255,0.001696147,0.281439302,0.043615217,25
177,26.83092876,265.2535834,0,0.042293101,0.049740059,22
178,64.35715599,127.3828819,0.000487924,0.07916565,0.061722371,79
179,61.9913572,141.7133032,0.000682982,0.117017644,0.048947069,56
180,154.6142391,120.7133321,0.00176811,0.246838834,0.03327261,132
181,7.32545185,357.6571185,0,0.100381679,0.051908397,4
182,134.8321589,107.8600247,0,0.047789314,0.066011139,178
183,22.94494907,154.5438166,0,0.100112803,0.067963903,15
184,51.16334984,128.8031378,0.00091047,0.059787557,0.051593323,63
185,45.98468115,257.4335562,0.000506842,0.116489272,0.039364758,76
186,42.03967708,237.8705236,0.0009,0.237,0.0346,49
187,113.0357352,120.4397881,0.000514177,0.160055825,0.048846775,74
188,23.57883576,315.5372079,0,0.01344086,0.054973118,28
189,25.6474777,172.6095662,0,0.274678112,0.041111362,30
190,32.33842576,128.5776875,0.000721501,0.095719096,0.06036556,33
191,100.0381895,89.75572275,0,0.060697182,0.075843635,127
192,23.33443959,152.9070363,0,0.056334081,0.052690583,28
193,8.846912843,439.7014042,0,0.022879177,0.041131105,13
194,83.57343972,120.0381369,0.002492026,0.227771132,0.035287081,63
195,23.33802477,298.7399349,0.000717154,0.079030407,0.044176707,22
196,5.30449733,586.1064313,0,0.027339981,0.035381151,22
197,34.53667046,215.4811075,0.000403117,0.158962644,0.03681806,22
198,180.1791189,121.6012163,0.00109539,0.117252396,0.040255591,146
199,128.4748175,148.2703021,0.001417397,0.162160743,0.046511628,120
200,101.437737,180.1499181,0.000547226,0.071194046,0.0436686,109
201,46.94174607,110.6264772,0.005584441,0.203735798,0.052185635,48
202,78.26152465,179.8329392,0.000426318,0.056700298,0.046184454,104
203,77.1793825,150.0659843,0.000690727,0.053531342,0.055258159,128
204,32.24133024,161.4077323,0,0.053228286,0.065526518,20
205,61.28779294,181.3248523,0.000269954,0.062539368,0.0635292,63
206,115.856659,101.3752693,0,0.040272456,0.056619838,135
207,0,NaN,NaN,NaN,NaN,0
208,42.22619792,139.4158198,0.001019195,0.230677765,0.045184304,31
209,18.35370401,176.9670034,0,0.05726601,0.077894089,14
210,13.14839819,379.8941838,0.001001001,0.114514515,0.044644645,16
211,51.38613347,93.06012491,0,0.057925554,0.068799665,73
212,70.47994718,124.4467448,0.001710181,0.158248774,0.050621366,37
213,58.19771319,148.9577429,0.000576768,0.046833545,0.066905064,80
214,103.8931629,154.870634,0.008390305,0.270975761,0.048974518,106
215,249.6961274,109.9376281,0.000473571,0.111726349,0.050271393,281
216,16.87272751,187.4622818,0.003793867,0.246917483,0.043945621,11
217,43.7973374,204.8069707,0.000668896,0.074024526,0.045930881,40
218,50.54679267,160.5047437,0.000739554,0.054603722,0.056822384,47
219,77.97288217,233.2349336,0.000714836,0.106235566,0.030298031,99
220,25.04924369,456.7004155,0.000961538,0.08277972,0.039160839,20
221,36.44181297,788.9837979,0.001982471,0.265338063,0.018816082,18
222,0,NaN,NaN,NaN,NaN,0
223,13.15848867,214.4623194,0,0.160878809,0.071934798,16
224,81.39865634,154.51115,0.005247674,0.204261748,0.047070049,45
225,106.7771592,165.3724461,0.00073621,0.087212595,0.044908823,87
226,39.10689115,251.8737673,0.002538071,0.137258883,0.044365482,40
227,43.90784599,258.4276168,0.00176258,0.113862695,0.047413413,38
228,25.88671957,125.6628902,0.001844451,0.139870888,0.071318783,30
229,138.832827,122.7663541,0.000469373,0.078620042,0.062896034,135
230,49.16896615,78.30142266,0,0.134285714,0.060519481,80
231,29.50123253,143.2821492,0,0.055831559,0.056068133,33
232,33.5829368,190.4538617,0,0.096622889,0.045809881,17
233,57.91045803,79.69199618,0.001300108,0.059588299,0.071289274,71
234,88.01779732,216.8425089,0.153306088,0.332075867,0.043277795,78
235,52.13041442,140.4554343,0.001092598,0.060229446,0.044933078,53
236,158.5249992,96.31288492,0.001833901,0.275347131,0.04276919,128
237,17.62930475,374.7169894,0,0.084922797,0.028913109,18
238,35.68951057,142.5068576,0,0.083169485,0.063704286,25
239,40.21190058,130.2102095,0.003246753,0.278838808,0.029411765,56
240,98.99303722,154.4452057,0.004186016,0.208973772,0.027797763,80
241,16.64306651,310.1591884,0,0.083107323,0.048043394,19
242,127.9772354,101.8540521,0.000460299,0.107556578,0.050556195,108
243,7.569177445,417.7468454,0.001897533,0.037001898,0.051865908,10
244,42.36040242,118.318045,0.001197127,0.140263368,0.06763767,21
245,53.93738888,149.5623012,0.000991695,0.051444155,0.069914466,52
246,50.59026419,109.6851358,0,0.058929537,0.081996756,52
247,91.12429565,145.2082554,0,0.108222491,0.046327086,65
248,50.30864053,101.3941133,0,0.042540678,0.060184278,56
249,86.52798446,133.6561816,0.013661911,0.137137916,0.038910506,99
250,0.089848929,89.03834586,0,0,0.75,0
251,92.97441691,195.3978374,0,0.092420323,0.032476468,105
252,181.6204124,133.6468719,0.001400733,0.251225642,0.030568945,127
253,128.2574314,103.2844635,0.000226466,0.051860799,0.062957651,177
254,80.94217734,130.2534766,0.000284549,0.086977141,0.051313668,114
255,11.77251106,257.9738499,0,0.109318406,0.051695752,11
256,93.20057646,168.8294279,0.000190658,0.053574833,0.048999047,77
257,208.0454712,71.56127896,0.002149382,0.138433638,0.052122515,182
258,23.15801243,130.5811546,0,0.056547619,0.067791005,32
259,47.45613521,172.8332904,0.000365764,0.075591319,0.05596196,45
260,94.00490394,134.5780855,0.000474271,0.112955498,0.058256264,139
261,129.0559019,130.4241011,0.000178232,0.071411597,0.061490019,155
262,61.92609045,199.3182504,0.000486105,0.064814065,0.049825812,48
263,117.6242273,128.8510058,0.002705199,0.213116917,0.031604645,108
264,62.3870455,156.8755167,0,0.056810054,0.045468479,66
265,153.7451861,148.9997871,0.000742099,0.160991793,0.042867121,202
266,25.15457393,156.8303248,0,0.045120406,0.064131812,30
267,11.48894699,213.248438,0.00244898,0.106530612,0.051020408,3
268,67.06567103,59.22553132,0.000755287,0.040785498,0.099697885,72
269,0,NaN,NaN,NaN,NaN,0
270,36.49312887,412.8996462,0.000597292,0.080501726,0.029400053,29
271,35.42697769,95.57688013,0.000886001,0.305965741,0.045481394,52
272,0.052270151,172.182399,0,0,0.333333333,0
273,37.43157837,125.3754238,0.00063925,0.080119327,0.062007245,37
274,135.1055801,100.8618592,0.001394291,0.24833052,0.037939385,93
275,66.87036196,146.4624942,0.000510517,0.073105983,0.058301001,70
276,198.9577592,119.2413912,0.005226775,0.193390659,0.030306862,165
277,172.0072853,113.8091329,0.454178586,0.314415611,0.035247242,154
278,142.6046419,123.3760681,0.001307264,0.251506195,0.038820052,118
279,95.70273648,123.1312754,0.001357773,0.222674813,0.032671419,79
280,56.38224716,166.7014082,0.003298223,0.116182573,0.047983828,93
281,82.42104036,107.8608079,0.000337458,0.105849269,0.053205849,99
282,26.84174181,184.0417077,0.000607287,0.055668016,0.055263158,18
283,23.7944064,270.7358986,0.001552313,0.077770879,0.039428749,24
284,105.1242759,159.6396251,0,0.056727446,0.048087236,114
285,40.52384288,152.0833061,0,0.126399481,0.045594678,38
286,81.84428168,180.2080695,0.001017018,0.283748051,0.046918435,80
287,56.57163966,365.3243944,0.000145159,0.104272512,0.029322108,35
288,33.42111079,173.6028475,0.001895898,0.333850396,0.05532575,35
289,68.28825219,269.0213823,0.000435469,0.219204181,0.026291438,81
290,120.5857325,116.9873061,0.00021266,0.070957681,0.056638548,123
291,58.44129865,169.8285327,0.002216625,0.283324937,0.051687657,38
292,8.489758898,574.4568319,0,0.023785114,0.026655731,24
293,18.69762168,223.9322237,0.000955338,0.218533556,0.037019346,10
294,55.45923951,271.0639405,0.001529967,0.067252045,0.043969933,41
295,23.14268332,156.6369789,0,0.071172414,0.050206897,47
296,138.2265705,109.5737234,0.000858312,0.207579559,0.042057309,94
297,116.4122378,126.7048918,0,0.073423729,0.042508475,115
298,56.73262609,142.4048305,0,0.065354623,0.049263523,49
299,32.18864774,110.5047975,0,0.065223503,0.063817824,35
300,21.63916111,186.8833999,0.003214639,0.173837784,0.036350148,10
301,111.1701232,119.9782784,0.001649423,0.271405008,0.052481631,110
302,104.4060094,91.50814264,0.001256018,0.13156793,0.068871677,117
303,24.32746449,370.0344523,0.000777605,0.099089091,0.035547656,18
304,138.0130725,144.4066105,0.001003512,0.159407928,0.037581535,152
305,82.34305934,117.6905507,0.001960582,0.309565576,0.060778041,83
306,11.89441138,311.8271164,0.001617687,0.183607441,0.072795902,14
307,19.85991005,295.6206742,0.001192301,0.184295691,0.037812979,13
308,147.2385986,91.06986977,0.000522037,0.134089045,0.048549482,114
309,149.6614098,108.3779715,0.000246609,0.048088779,0.069543773,188
310,97.07363267,143.9628828,0.00157424,0.204150268,0.049230769,100
311,0.653965626,1165.198857,0,0.003937008,0.030183727,0
312,38.50344356,375.732627,0.002004562,0.080389853,0.038847031,36
313,28.96671794,143.3369154,0,0.060211946,0.06960501,37
314,20.07797533,269.2004503,0.001295097,0.141165587,0.055874191,26
315,35.14631196,133.4421662,0.001279318,0.064818763,0.064818763,27
316,18.70526864,147.5520108,0.001811594,0.087681159,0.067391304,17
317,0.180999836,143.6465389,0,0,0,0
318,51.31720374,200.5370373,0,0.056262754,0.044116218,49
319,67.5205058,131.6637056,0.000674916,0.187514061,0.036107987,41
320,20.17523539,157.5198474,0,0.136249213,0.048772813,16
321,15.18060727,232.2041495,0.000851064,0.081134752,0.053333333,11
322,95.52444618,127.9358372,0.000654611,0.051305131,0.064070043,110
323,47.49128136,168.873102,0.000374065,0.066458853,0.047755611,52
324,38.36210197,420.8059301,0.001486713,0.085733755,0.033574924,28
325,108.7058015,96.25981183,0.000764526,0.08295107,0.065080275,93
326,9.873189866,164.7897004,0.009219422,0.390903503,0.029502151,7
327,0.059305383,455.2706476,0,0,0.222222222,0
328,136.6812248,131.8688798,0.000332889,0.067354638,0.043497559,144
329,50.90818979,137.0899266,0.000573148,0.072503224,0.063906004,33
330,173.1160956,129.4853603,0.00316738,0.227471449,0.033145967,159
331,57.76757522,126.6454403,0.003690541,0.340896665,0.041279388,58
332,73.73253772,127.6098761,0.002869593,0.253693272,0.03486024,112
333,24.40096758,177.3700156,0.001386322,0.083641405,0.048290203,16
334,95.86981209,153.8440483,0.001559428,0.198386331,0.034104007,88
335,31.81889509,542.4764107,0.000347604,0.038584091,0.022826024,24
336,210.3458555,108.269307,0.000351278,0.124132783,0.048476333,193
337,106.3691493,109.3550158,0.004814305,0.216041953,0.051839752,71
338,24.27044834,132.5480253,0,0.037301834,0.061858875,18
339,80.76320868,109.1709968,0.000340252,0.14165816,0.056368379,90
340,55.44526869,188.6545101,0.000956023,0.172466539,0.025908222,86
341,113.7765642,179.2460525,0.011277827,0.390016672,0.030793371,77
342,30.11114303,325.9590641,0,0.04727458,0.044014264,27
343,73.61033641,385.5029251,0.000916235,0.093455968,0.027698488,60
344,56.33627995,146.8148058,0,0.033127796,0.057913191,63
345,0.011331847,10060.1427,0,0,0,0
346,145.7386873,106.6223409,0.000257417,0.125233284,0.049745801,153
347,15.03346296,183.5904347,0,0.229710145,0.053623188,15
348,73.83936455,157.6665789,0,0.065796255,0.060814293,64
349,34.12335584,148.43206,0.001579467,0.082329714,0.067719645,24
350,138.1769531,101.0515841,0.000429707,0.104848528,0.050848671,195
351,5.339029825,712.863596,0,0.074881766,0.038360483,0
352,30.61076662,199.5376358,0,0.262606418,0.017681729,15
353,143.5915835,109.2821711,0.00038236,0.077364262,0.050726485,139
354,91.05727382,110.4250059,0.004375932,0.130382894,0.057284933,65
355,14.01946074,215.5575065,0,0.19358041,0.051621443,10
356,57.67095584,67.34759192,0.001029866,0.207518023,0.058959835,36
357,61.4342915,173.8931098,0.00168492,0.154263784,0.038846766,46
358,72.32864013,110.5509517,0.002126063,0.11905953,0.056528264,83
359,28.26864468,186.8855073,0.000567859,0.056596631,0.060950218,42
360,125.6395234,150.7089448,0.000316874,0.092051756,0.051175073,139
361,28.94571153,151.1104674,0.002057613,0.200502972,0.056698674,18
362,0.007652562,2090.802933,0,0,0.1875,0
363,52.79033229,136.274952,0.000834028,0.077842647,0.073672505,43
364,63.99483655,116.1031171,0.009825034,0.261372813,0.034993271,56
365,98.36940209,194.5625326,0,0.080411725,0.041015727,104
366,105.1853236,125.7304684,0.000453686,0.052400756,0.072816635,93
367,153.2238314,159.3159483,0.003318176,0.225472123,0.052107656,199
368,46.99021079,137.3903179,0.001394052,0.067688971,0.053593556,41
369,48.00199045,85.10063774,0,0.047980416,0.070257038,53
370,17.56236929,140.5277363,0,0.063209076,0.068881686,14
371,43.52576412,203.5116483,0.000338677,0.112892301,0.03680289,44
372,0.020721488,289.554495,0,0.5,0.5,0
373,81.31495397,84.30183706,0.001021152,0.143690737,0.051641138,67
374,52.60625878,206.1921956,0.00064534,0.202913248,0.028855905,30
375,79.77099176,157.876939,0.001746864,0.09861839,0.038272193,82
376,24.60272294,273.9534163,0,0.044510386,0.048961424,29
377,80.01575799,93.73153724,0.0004,0.061733333,0.070133333,84
378,0.011850082,1687.752021,0,0,0,0
379,32.42509702,244.8412104,0.000503842,0.056682202,0.034891044,36
380,131.7974663,95.3356719,0,0.098129725,0.047433347,135
381,139.1225788,123.1935186,0.000525118,0.101931268,0.064531186,171
382,37.88622941,88.63378732,0,0.124776653,0.070875521,32
383,0.046949967,234.2919644,0,0,0.272727273,0
384,172.1938448,75.74022181,0.001303481,0.187777948,0.056893115,195
385,25.17205557,246.3843281,0.000483715,0.034021283,0.069171235,40
386,64.97151958,151.9281073,0,0.056022693,0.046601155,110
387,153.0619305,112.1833492,0.000640615,0.184031215,0.03150661,137
388,33.87930726,297.9104597,0,0.036064599,0.05677202,39
389,15.79837003,360.9866075,0.001578117,0.293880414,0.06031913,24
390,86.9839713,110.9284832,0,0.061146233,0.057933465,103
391,94.96809651,122.8517832,0.218565184,0.301962801,0.032484786,66
392,78.09975078,199.2067817,0.012340918,0.369970433,0.051356215,110
393,72.86620237,131.267991,0.000522739,0.070883429,0.053319394,44
394,65.65097626,156.585638,0.00077821,0.053307393,0.055544747,76
395,78.21220259,159.3868934,0.001684582,0.213941922,0.049253971,58
396,51.44627262,140.4572116,0.015637974,0.142679214,0.076667589,41
397,110.8941986,275.5148635,0.003502111,0.269924394,0.056819298,123
398,48.92487245,390.5171142,0.004501204,0.362085209,0.038155553,30
399,21.67194261,202.1507752,0.000684775,0.112531386,0.054097238,25
400,121.1650037,185.6641713,0.002355974,0.19923542,0.05529872,75
401,185.1535919,94.76456719,0,0.07557278,0.054257381,202
402,137.5226049,138.3263501,0.000367976,0.184828891,0.034799979,94
403,117.0628615,73.34520865,0.001863499,0.090845563,0.090496157,143
404,115.5759913,113.7346939,0.004868771,0.270825409,0.044960061,131
405,37.34048993,170.1638091,0,0.06421152,0.046112685,30
406,16.26162356,177.4730542,0.001039501,0.111573112,0.052321552,17
407,143.9282583,131.1208808,0.004345061,0.234739296,0.047371768,115
408,60.68050416,93.2589483,0.000530129,0.074924898,0.062555222,68
409,41.893604,135.8679955,0.003513703,0.199754041,0.027758257,25
410,92.67025094,109.1720363,0,0.059701493,0.054660472,116
411,160.4730197,136.1163393,0.003845626,0.096690015,0.070823605,161
412,23.52165524,149.5643042,0.002274019,0.29647527,0.046617396,27
413,0.148285065,0,NaN,NaN,NaN,0
414,60.85696286,226.81053,0.000217344,0.060349199,0.047743244,60
415,142.3446077,110.6891244,0.102119827,0.309532876,0.045506474,137
416,44.11985476,127.0856405,0.00356697,0.106830747,0.046905654,52
417,83.60166887,155.7145949,0.002074051,0.277538792,0.046474113,83
418,132.1722374,149.5548566,0.000252947,0.068295644,0.048768149,142
419,0.037135359,161.5710774,0,0,1.5,0
420,350.776416,74.67434756,0.001068947,0.062075284,0.065854776,348
421,170.5101588,89.12078967,0.002171624,0.107857331,0.083245591,138
422,16.37839188,227.6169741,0.002145923,0.258583691,0.043186695,14
423,178.0078325,122.5620227,0.000137507,0.064536829,0.060869964,220
424,26.6519667,158.7500108,0.000709052,0.069250768,0.068541716,27
425,13.68687789,372.1082368,0.000589044,0.018653053,0.08148439,14
426,25.41390687,560.9133642,0.005892669,0.341073308,0.029463346,17
427,74.09004463,257.5514713,0.000209622,0.054763652,0.044492192,82
428,78.59141752,82.05730605,0.000775314,0.164676694,0.082028221,155
429,6.395793933,488.4460057,0,0.07234315,0.04737516,6
430,45.57258359,234.1758829,0,0.044602699,0.055847076,48
431,0,NaN,NaN,NaN,NaN,0
